Segmento	CNPJ	Nome
S4	416968	INTERMEDIUM - PRUDENCIAL
S4	55230916	INTESA SANPAOLO BRASIL S.A. - PRUDENCIAL
S4	62090873	INTL FCSTONE DTVM LTDA.
S4	15489568	INTRADER DTVM LTDA
S4	69078350	J ALVES CC LTDA
S4	14388334	J.MALUCELLI - PRUDENCIAL
S4	14035129	JGP DTVM LTDA.
S4	20283069	JN-MAXI CC LTDA.
S4	91884981	JOHN DEERE - PRUDENCIAL
S4	1852137	JSL A.M. S.A.
S4	34266668	KRAUS - SCC LTDA
S4	6040559	KREDILIG S.A. - CFI
S4	6132348	LABOR CC
S4	71590442	LASTRO RDV DTVM LTDA
S4	4836002	LEASEPLAN AM S.A.
S4	11271860	LEBES FINANCEIRA CFI SA
S4	7652226	LECCA
S4	61973863	LEROSA S.A. CVC
S4	50579044	LEVYCAM CCV LTDA
S4	24361690	LIMINE TRUST DTVM LTDA.
S4	15122605	LUMINA CC
S4	61723847	MAGLIANO S.A. CCVM
S4	33923798	MAXIMA - PRUDENCIAL
S4	15077393	MEGA CC LTDA.
S4	13839639	MELHOR CC LTDA.
S4	9464032	MIDWAY S.A. - SCFI
S4	12392983	MIRAE ASSET CCTVM LTDA
S4	61088183	MIZUHO - PRUDENCIAL
S4	97447304	MOMENTO DTVM LTDA.
S4	12063256	MONETAR DTVM
S4	34666362	MONOPOLIO CC LTDA.
S4	19307785	MSB BANK S.A. BANCO CAMBIO - PRUDENCIAL
S4	12586596	MULTIMONEY CC LTDA.
S4	25674235	MUNDINVEST S.A. - CCVM
S4	18941229	MUTUAL APETRIM CI S/A
S4	9274232	NATIXIS BRASIL S.A. BM - PRUDENCIAL
S4	4379829	NEGRESCO S.A. - CFI
S4	65635377	NGO ASSAOCIADOS CC LTDA.
S4	76637263	NOMINAL DTVM LTDA
S4	4257795	NOVA FUTURA CTVM LTDA.
S4	43060029	NOVINVEST CVM LTDA
S4	74828799	NOVO BANCO CONTINENTAL S.A. - BM - PRUDENCIAL
S4	8609934	NOVO MUNDO CC S.A.
S4	40161713	NSG CAPITAL
S4	18145784	NUMATUR CC LTDA
S4	68742204	NUMBER ONE SCC LTDA.
S4	76633486	OLIVEIRA FRANCO SCVM
S4	36113876	OLIVEIRA TRUST DTVM S.A.
S4	11495073	OM DTVM LTDA
S4	92228410	OMNI
S4	7333726	ONNIX CC LTDA.
S4	1582158	OPPORTUNITY DTVM LTDA
S4	13293225	ORAMA DTVM S.A.
S4	92904564	ORLA DTVM S.A.
S4	78632767	OURINVEST - PRUDENCIAL
S4	73279093	PACIFIC INVEST DTVM LTDA
S4	3311443	PARAATI - CFI S.A.
S4	20155248	PARAMETAL DTVM LTDA
S4	59615005	PATACAO DTVM LTDA.
S4	17343682	PENTAGONO S/A DTVM
S4	43180355	PERNAMBUCANAS
S4	11758741	PETRA - PRUDENCIAL
S4	11836226	PIAUI FOMENTO
S4	92875780	PILLA CCVM LTDA
S4	806535	PLANNER
S4	17902616	POLO CC LTDA.
S4	4862600	PORTO SEGURO
S4	1800019	PORTOCRED S.A. - CFI
S4	36178887	PROSPER S/A CVC
S4	11476673	RANDON - PRUDENCIAL
S4	89960090	RB CAPITAL DTVM LTDA.
S4	4215594	RELIANCE DTVM LTDA.
S4	62287735	RENASCENCA DTVM LTDA
S4	68900810	RENDIMENTO - PRUDENCIAL
S4	13434335	RICO CTVM S.A.
S4	72600026	RIO BRAVO INV. DTVM LTDA
S4	42066258	RJI
S4	33603457	RODOBENS - PRUDENCIAL
S4	67391821	S. HAYATA CC S.A.
S4	5503849	SANTANA S.A. - CFI
S4	122327	SANTINVEST
S4	7747410	SAX S.A. CFI
S4	11417016	SCANIA - PRUDENCIAL
S4	29030467	SCOTIABANK BRASIL - PRUDENCIAL
S4	21148439	SEALANDAIR CC LTDA.
S4	11970623	SENFF S.A. - CFI
S4	17352220	SENSAO CCVM S.A.
S4	42898825	SICOOB CREDICOM - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E PROFISSIONAIS DA AAREA DE SAUDE DE MINAS GERAIS LTDA.
S4	15227994	SIMPLIFIC PAVARINI
S4	16854999	SINGRATUR CC LTDA.
S4	22639377	SINOSSERRA S/A - SCFI
S4	17315359	SITA SCCVM S.A.
S4	50657675	SLW CVC LTDA
S4	3881423	SAOCINAL S.A. CFI
S4	61820817	SAOCOPA - PRUDENCIAL
S4	60889128	SOFISA - PRUDENCIAL
S4	8520517	SAOL CC
S4	96477906	SAOLIDEZ CCTVM LTDA.
S4	68757681	SAOLIDUS S.A. CCVM
S4	4814563	SOROCRED CFI S.A.
S4	61739629	SPINELLI S.A. CVMC
S4	11932017	STANDARD CHARTERED BI S.A. - PRUDENCIAL
S4	17359351	STARA FINANCEIRA S.A. - CFI
S4	32206435	SUL AMERICA INVEST DTVM S.A.
S4	66616632	TATICA S.A. DTVM
S4	58506221	TENDENCIA CCTVM LTDA
S4	3751794	TERRA INVESTIMENTOS DTVM
S4	9473806	TODESCREDI S/A - CFI
S4	57582264	TORRE CC LTDA
S4	2992317	TREVISAO CC S.A.
S4	61747085	TULLETT PREBON BRASIL CVC LTDA
S4	15482499	TURCAMBIO CC LTDA.
S4	16789470	TURISCAM CC LTDA.
S4	18520834	UBS - PRUDENCIAL
S4	33968066	UM INVESTIMENTOS S/A CTVM
S4	17508380	UNIAO ALTERNATIVA CC LTDA.
S4	3046391	UNIPRIME CENTRAL - CENTRAL INTERESTADUAL DE COOPERATIVAS DE CREDITO LTDA.
S4	2398976	UNIPRIME NORTE DO PARAANA - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS, PROFISSIONAIS DAS CI�NCIAS E DAS ARTES E EMPRESARIOS LTDA.
S4	5192316	VIA CERTA FINANCIADORA S.A. - CFI
S4	14388516	VIC DTVM S/A
S4	21112244	VINCI DTVM LTDA.
S4	17772370	VIPS CC LTDA.
S4	4062902	VISION S.A. CC
S4	58017179	VOLVO - PRUDENCIAL
S4	22610500	VORTX DTVM LTDA.
S4	78626983	VR - PRUDENCIAL
S4	61769790	WALPIRES S.A. CCTVM
S4	7437241	WESTERN ASSET DTVM LTDA.
S4	13720915	WESTERN UNION - PRUDENCIAL
S4	2332886	XP INVESTIMENTOS
S4	10371492	YAMAHA MOTOR - PRUDENCIAL
S5	2814832	A COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA MERCK SHARP & DOHME FARMAC�UTICA ? COOPERMSD
S5	13058743	ACCESSCREDITO SCMEPP
S5	4772908	ATLANTA SCM LTDA
S5	7835244	BNS SCM LTDA.
S5	5669150	BOM CREDITO SCMEPP LTDA.
S5	21332862	CARTOS SCMEPP LTDA.
S5	5442029	CASA CREDITO S.A. SCM
S5	70116611	CENTRAL DAS COOPERATIVAS DE CREDITO DO NORDESTE - SICOOB CENTRAL NE
S5	5790149	CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO MUTUO DO ESTADO DO ESPIRITO SANTO LTDA. - CECOOPES
S5	27171974	COOPERAGUIA - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO AGUIA BRANCA
S5	5296712	COOPERASA - COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DAS EMPRESAS DA AGUIA PARATICIPACOES
S5	88325113	COOPERATIVA    DE    ECONOMIA    E    CREDITO   MUTUO  MINUANO
S5	10013534	COOPERATIVA CENTRAL DE CREDITO DA AGRICULTURA FAMILIAR E ECONOMIA SAOLIDARIA - ASCOOB CENTRAL
S5	5879577	COOPERATIVA CENTRAL DE CREDITO RURAL HORIZONTES NOVOS - CREHNOR CENTRAL
S5	21110927	COOPERATIVA DE CREDITO CLASSICA DOS FUNCIONARIOS E PRESTADORES DE SERVICOS DAS EMPRESAS LIGADAS AO GRUPO EUCATUR LTDA. - EUCRED
S5	44401800	COOPERATIVA DE CREDITO COGEM
S5	5463934	COOPERATIVA DE CREDITO CREDLIDER - SICOOB CREDLIDER
S5	9512539	COOPERATIVA DE CREDITO DA FOZ DO RIO ITAJAI ACU - CREDIFOZ
S5	10218474	COOPERATIVA DE CREDITO DA REGIAO DO CONTESTADO - SCRCRED
S5	5392810	COOPERATIVA DE CREDITO DA REGIAO MERIDIONAL DO BRASIL - SICOOB UNICOOB MERIDIONAL
S5	9590601	COOPERATIVA DE CREDITO DA SERRA CATARINENSE - CREDICOMIN
S5	22656789	COOPERATIVA DE CREDITO DAS MATAS DE MINAS LTDA. - SICOOB CREDISUDESTE
S5	1151186	COOPERATIVA DE CREDITO DE CAMPINA GRANDE - SICREDI CENTRO PARAAIBANA
S5	57987273	COOPERATIVA DE CREDITO DE CAPITAL E EMPRESTIMO DOS EMPREGADOS CELETISTAS DE COOPERATIVAS DOS ESTADOS DE SAO PAULO E MINAS GERAIS - COCREUNI
S5	34503581	COOPERATIVA DE CREDITO DE CAPITAL E EMPRESTIMO DOS FUNCIONARIOS DA SAUDE DO SETOR PRIVADO DE MANAUS LTDA � COOPCRESP MANAUS
S5	4529074	COOPERATIVA DE CREDITO DE CASCAVEL E REGIAO - SICOOB CREDICAPITAL
S5	4247370	COOPERATIVA DE CREDITO DE EMPRESARIOS - SICOOB/TRANSCREDI
S5	71009237	COOPERATIVA DE CREDITO DE GUAPE LTDA - SICOOB CREDIGUAPE
S5	71506513	COOPERATIVA DE CREDITO DE ITAPAGIPE LTDA - SICOOB ITAPAGIPE
S5	53923116	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO - SICOOB CREDICOONAI
S5	21661202	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO CAMPOS DA MANTIQUEIRA LTDA. - SICOOB CREDICAMPO
S5	22724710	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO CAMPOS DAS VERTENTES LTDA. - SICOOB CREDIVERTENTES
S5	37395399	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO CENTRO BRASILEIRA LTDA.
S5	7502031	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO CENTRO OESTE GOIANO LTDA.
S5	31804966	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO CENTRO-SERRANA DO ESPIRITO SANTO - SICOOB CENTRO-SERRANO
S5	2338666	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO CREDIEMBRAPA LTDA - SICOOB.
S5	59869560	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA ALTA PAULISTA - SICOOB COCAREALPA
S5	11907520	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA BORBOREMA E AGRESTE PARAAIBANO - SICOOB BORBOREMA PARAAIBANO
S5	97360804	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA CIDADE DE GOIANIA E ENTORNO LTDA.
S5	10209619	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA GRANDE GOIANIA LTDA.
S5	14046512	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA MARGEM ESQUERDA DO URUCUIA E SAO FRANCISCO LTDA - SICOOB CREDICHAPADA
S5	1152097	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA MATA MINEIRA LTDA - SICOOB CREDIMATA
S5	2144899	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO CENTRAL DE RONDONIA   SICOOB OUROCREDI
S5	1736516	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED
S5	25387713	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DE  PARA DE MINAS LTDA - SICOOB CREDIRURAL
S5	25353939	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DE ALPINOPOLIS LTDA. - SICOOB CREDIALP
S5	66398496	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DE ARAXA LTDA. - SICOOB CREDIARA
S5	71237184	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DE CAMPO BELO LTDA.   SICOOB CREDIBELO
S5	19449602	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DE CARATINGA LTDA.   SICOOB CREDCOOPER
S5	23949522	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DE CARMO DO PARANAIBA LTDA - SICOOB CREDICARPA
S5	25528753	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DE DIVINOPOLIS LTDA - SICOOB CREDIVERDE
S5	71419600	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DE FRUTAL LTDA.   SICOOB FRUTAL
S5	1699652	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DE GUAXUPE LTDA. - SICOOB ACICREDI
S5	64237530	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DE ITAUNA LTDA. - SICOOB CREDIUNA
S5	3412878	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DE ITURAMA LTDA. - SICOOB CREDIRAMA
S5	1657678	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DE SAO SEBASTIAO DO PARAI  SAO LTDA. - SICOOB PARAISAOCRED
S5	42880617	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DE TIROS E MATUTINA LTDA - SICOOB CREDITIROS
S5	18966739	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DE TRES PONTAS LTDA. - SICOOB COPERSUL
S5	7026923	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DE UMUARAMA - SICOOB ARENITO
S5	3645752	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DO ALTO PARANAIBA LTDA - SICOOB CREDISG
S5	26178111	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DO ALTO SAO FRANCISCO LTDA. - SICOOB CREDIPRATA
S5	2232383	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC
S5	5158093	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO LESTE DA BACIA DO RIO DOCE LTDA   SICOOB CREDILESTE
S5	7599206	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO METROPOLITANA DE GOIANIA LTDA. - SECOVICRED
S5	42887133	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO SUDESTE DE MINAS GERAIS LTDA. - SICOOB CREDISUCESSAO
S5	5247312	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA REGIAO SUL DE MATO GROSSAO - SICOOB SUL
S5	2804469	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA SERRA GERAL DE MINAS LTDA. - SICOOB CREDIGERAIS
S5	1060307	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA UNIAO DOS VALES DO PIRANGA E MATIPO LTDA.   SICOOB UNIAO
S5	41697103	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA ZONA DA MATA DE MINAS LTDA - SICOOB CREDILIVRE
S5	2335109	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DA ZONA DA MATA LTDA   SICOOB COOPEMATA
S5	2935307	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DAS MICRO-REGIAOES DE GOIANIA E ANAPOLIS LTDA
S5	3047549	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DAS REGIAOES SUDOESTE, SUL E OESTE DE GOIAS
S5	1739375	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE  LAGOA DA PRATA E REGIAO LTDA.   SICOOB LAGOACRED GERAIS
S5	33615055	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ANAPOLIS E REGIAO LTDA
S5	71378426	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ARAXA LTDA - SICOOB COOCREZ
S5	71230338	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ARCOS LTDA. - SICOOB ARCOMCREDI
S5	3222753	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ARIQUEMES LTDA. - CREDISIS CREDIARI
S5	80959612	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS ALTO VALE DO ITAJAI - SICOOB ALTO VALE
S5	78858107	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS AURIVERDE   SICOOB CREDIAL/SC
S5	78862083	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS CAMPOS NOVOS - SICOOB CAMPOS NOVOS
S5	88530142	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DA FRONTEIRA SUL - SICREDI FRONTEIRA SUL RS
S5	87784088	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DA GRANDE GETULIO VARGAS DO RIO GRANDE DO SUL - SICREDI ESTACAO RS
S5	87789178	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DA REGIAO DE PALMEIRA DAS MISSOES - SICREDI GRANDE PALMEIRA/RS
S5	1042487	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DAS REGIAOES NORTE E NORDESTE DO PARA - SICOOB UNIDAS
S5	86791837	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DE CACADOR   SICOOB CACADOR SC
S5	3042597	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DE CAMPO GRANDE E REGIAO - SICREDI CAMPO GRANDE MS
S5	2254376	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DE DORES DO INDAIA LTDA - COOPCREDI
S5	10143743	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DE GUARAMIRIM - CREVISC
S5	12384953	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DE JARAGUA DO SUL E REGIAO - SICOOB CEJASCRED
S5	1566038	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DE MANAUS - SICOOB UNIAM
S5	1664968	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DE PORTO VELHO E REGIAO NORTE DE RONDONIA LTDA.
S5	78840071	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DO ALTO URUGUAI CATARINENSE - SICOOB - CREDIAUC/SC
S5	74114042	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DO LESTE DE SANTA CATARINA E DO PARAAN� LTDA - UNICRED UNIAO
S5	1205736	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DO M�DIO SUL BAIANO LTDA. - SICOOB COSTA DO DESCOBRIMENTO
S5	80959638	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DO MEIO OESTE CATARINENSE - SICOOB CREDIMOC SC
S5	21866694	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DO NORTE DE MINAS LTDA - SICOOB CREDINOR
S5	2843443	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DO NORTE E NORDESTE DE SANTA CATARINA - SICREDI NORTE SC
S5	1389651	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS
S5	1692448	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC
S5	2057584	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DO SERTAO BAIANO LTDA   SICOOB SERTAO
S5	2282165	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DO SUDOESTE BAIANO LTDA - SICOOB CREDICONQUISTA
S5	78834975	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DO VALE DO CANOINHAS - SICOOB CREDICANOINHAS/SC
S5	81016131	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS DO VALE DO VINHO - SICOOB VIDEIRA/SC
S5	81014060	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS ITAIPU SICOOB CREDITAIPU
S5	78483310	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC/RS
S5	85291086	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS LITORANEA
S5	2641969	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS NOVA TRENTO   SICOOB TRENTOCREDI SC
S5	78825023	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS OESTE CATARINENSE
S5	82133182	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS PEROLA DO VALE - SICOOB CREDIPEROLA
S5	90729369	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS REGIAO DAS CULTURAS - SICREDI DAS CULTURAS RS
S5	694389	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS SAO JOSE DO CERRITO - SICOOB CREDICARU SC
S5	81607046	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS SAO MIGUEL DO OESTE - SICOOB SAO MIGUEL SC
S5	11565109	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS SICOOB ECOCREDI
S5	81367880	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS SUL CATARINENSE - SICOOB CREDISULCA SC
S5	2447120	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS TEIXEIRA DE FREITAS LTDA. - SICOOB EXTREMO SUL
S5	2587492	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS URUBICI - SICOOB-CREDIARAUCARIA/SC
S5	2090126	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL
S5	78865995	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ASSAOCIADOS VALE DO RIO DO PEIXE - SICOOB CREDIRIO SC
S5	66259110	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE BAMBUI LTDA. - SICOOB CREDIBAM
S5	869687	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE BOA ESPERANCA LTDA. - SICOOB BELCREDI
S5	2137018	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE BOA VISTA LTDA.
S5	21670187	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE BOM DESPACHO LTDA - SICOOB CREDIBOM
S5	1609345	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE CAMPINA VERDE LTDA. - SICOOB CREDICAMPINA
S5	429890	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE CAMPOS ALTOS LTDA - SICOOB CREDIAGRO
S5	71146450	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE CAMPOS GERAIS E CAMPO DO MEIO LTDA - SICOOB CREDCAM
S5	66788142	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE CANDIDO MOTA E REGIAO.
S5	804046	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE CAPITOLIO LTDA   SICOOB CREDICAPI
S5	65239402	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE CARMO DO CAJURU LTDA. - SICOOB CARMOCREDI
S5	25743311	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE CARMO DO RIO CLARO LTDA - SICOOB CREDICARMO
S5	9576849	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE CERES E RIALMA LTDA
S5	38588174	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE CONSELHEIRO PENA E REGIAO LTDA. - SICOOB CREDICOPE
S5	21682737	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE CURVELO LTDA. - SICOOB CREDICENTRO
S5	71069587	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE DORES DO INDAIA LTDA. - SICOOB CREDINDAIA
S5	68512748	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ESMERALDAS E REGIAO LTDA - SICOOB CREDIESMERALDAS
S5	41931445	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE FORMIGA LTDA - SICOOB CREDIFOR
S5	1720488	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE GOIANIA E MICRORREGIAOES LTDA.
S5	4388688	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE GOIANIA E REGIAO LTDA
S5	37255049	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE GOIANIA, SENADOR CANEDO E REGIAOES LTDA. - CREDIGOIAS
S5	26359745	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE IGUATAMA LTDA. - SICOOB CREDITAMA
S5	4079285	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ITAJUBA LTDA - SICOOB SUL DE MINAS
S5	66463407	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE ITAUNA E REGIAO LTDA - SICOOB CENTRO-OESTE
S5	10143499	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE JATAI E REGIAO LTDA.
S5	25536764	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE LUZ LTDA.   SICOOB CREDILUZ
S5	5580585	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE MANAUS   SICOOB MANAUS
S5	7097064	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE MARECHAL CANDIDO RONDON E REGIAO - SICOOB MARECHAL
S5	64480833	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE MARTINHO CAMPOS LTDA - SICOOB CREDIMAC
S5	1601342	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE MICRO REGIAOES DE GOIANIA E ADJACENTES LTDA.
S5	71392047	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE MONTE CARMELO E REGIAO LTDA - SICOOB MONTECREDI
S5	24431221	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PACAJU E REGIAO - SICOOB TRANSAMAZ�NICA
S5	37631058	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PALMEIRAS E REGIAO LTDA.
S5	1009908	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARAA DE MINAS LTDA - SICOOB ASCICRED
S5	26960328	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARA SAO DO TOCANTINS E REGIAO LTDA
S5	22749014	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PARAOPEBA LTDA. - SICOOB CREDIPARAAOPEBA
S5	65229254	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PATROCINIO E REGIAO LTDA. - SICOOB COOPACREDI
S5	71441406	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PEDRO LEOPOLDO LTDA - SICOOB CREDIPEL
S5	42934794	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PIMENTA LTDA. - SICOOB CREDIPIMENTA
S5	5222094	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PIRACANJUBA LTDA
S5	4181542	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE PITANGUI E REGIAO LTDA. - SICOOB CREDPIT
